id,cell_id,fold
599856,song sparrow::30.0::5,5
600176,song sparrow::29.0::4,2
60066,song sparrow::28.0::2,1
602561,song sparrow::30.0::5,1
602562,song sparrow::30.0::5,4
602563,song sparrow::30.0::5,2
602564,song sparrow::30.0::5,3
602565,song sparrow::30.0::0,1
603255,song sparrow::5.0::5,3
603256,song sparrow::5.0::5,3
603257,song sparrow::5.0::2,5
603258,song sparrow::5.0::5,4
608838,song sparrow::5.0::5,3
611664,song sparrow::34.0::0,1
611670,song sparrow::34.0::5,5
611830,song sparrow::5.0::5,1
613797,song sparrow::32.0::3,4
619888,song sparrow::32.0::5,3
620966,song sparrow::32.0::5,4
625527,song sparrow::5.0::5,1
627189,song sparrow::29.0::5,1
62782,song sparrow::28.0::1,5
629018,song sparrow::33.0::5,5
629086,song sparrow::33.0::5,2
629087,song sparrow::33.0::2,5
629090,song sparrow::33.0::2,2
633066,song sparrow::5.0::5,2
634794,song sparrow::32.0::5,2
636300,song sparrow::32.0::1,1
636474,song sparrow::32.0::5,3
638312,song sparrow::30.0::0,3
638313,song sparrow::30.0::1,2
638321,song sparrow::13.0::5,5
638322,song sparrow::13.0::5,4
639338,song sparrow::33.0::5,1
639345,song sparrow::33.0::5,2
639360,song sparrow::33.0::5,4
639388,song sparrow::33.0::5,1
639389,song sparrow::33.0::5,2
639391,song sparrow::33.0::5,2
642034,song sparrow::13.0::0,2
642322,song sparrow::32.0::1,5
642324,song sparrow::32.0::1,4
642326,song sparrow::32.0::1,5
645125,song sparrow::32.0::1,2
645516,song sparrow::33.0::5,4
648385,song sparrow::33.0::5,2
648387,song sparrow::33.0::5,1
648391,song sparrow::33.0::5,4
649066,song sparrow::34.0::1,5
651823,song sparrow::32.0::5,5
651933,song sparrow::10.0::5,3
653736,song sparrow::28.0::1,2
660363,song sparrow::30.0::5,3
661727,song sparrow::15.0::2,5
661729,song sparrow::15.0::2,4
662192,song sparrow::5.0::5,4
663729,song sparrow::5.0::5,5
663730,song sparrow::5.0::5,4
663731,song sparrow::5.0::2,1
663733,song sparrow::5.0::0,4
663734,song sparrow::5.0::1,1
663735,song sparrow::5.0::1,3
663741,song sparrow::5.0::1,3
663744,song sparrow::5.0::5,2
663745,song sparrow::5.0::1,4
663747,song sparrow::5.0::4,1
663748,song sparrow::5.0::0,4
663749,song sparrow::5.0::5,1
663750,song sparrow::5.0::4,4
663752,song sparrow::5.0::2,4
663753,song sparrow::5.0::2,1
663755,song sparrow::5.0::5,1
663757,song sparrow::5.0::3,1
663759,song sparrow::5.0::5,5
663784,song sparrow::5.0::4,1
663787,song sparrow::5.0::5,3
663803,song sparrow::5.0::5,2
663804,song sparrow::5.0::5,1
664838,song sparrow::32.0::2,3
678149,song sparrow::34.0::5,1
678152,song sparrow::34.0::5,1
678154,song sparrow::34.0::5,3
678155,song sparrow::34.0::5,3
678156,song sparrow::34.0::5,1
679874,song sparrow::12.0::5,4
692181,song sparrow::30.0::2,3
692182,song sparrow::30.0::0,5
692183,song sparrow::30.0::1,1
702849,song sparrow::34.0::2,4
703833,song sparrow::10.0::5,2
70736,song sparrow::32.0::2,4
70737,song sparrow::32.0::2,5
708975,song sparrow::29.0::2,2
709088,song sparrow::5.0::2,5
709089,song sparrow::5.0::0,1
709090,song sparrow::5.0::2,2
709092,song sparrow::5.0::0,5
710942,song sparrow::32.0::5,3
71568,song sparrow::28.0::3,1
71569,song sparrow::28.0::2,2
717097,song sparrow::22.0::2,3
717511,song sparrow::22.0::2,2
720639,song sparrow::32.0::5,4
720640,song sparrow::32.0::4,2
720645,song sparrow::32.0::2,1
728924,song sparrow::32.0::5,4
730966,song sparrow::32.0::5,2
734132,song sparrow::9.0::5,4
734133,song sparrow::9.0::5,2
73428,song sparrow::16.0::0,2
75500,song sparrow::23.0::3,3
756325,song sparrow::0.0::2,2
75636,song sparrow::30.0::5,2
75637,song sparrow::30.0::2,2
75642,song sparrow::30.0::5,1
761261,song sparrow::5.0::5,2
761262,song sparrow::5.0::5,2
761263,song sparrow::5.0::5,3
761266,song sparrow::5.0::2,4
76471,song sparrow::5.0::5,5
773349,song sparrow::18.0::2,2
776452,song sparrow::34.0::3,2
776455,song sparrow::34.0::5,2
776458,song sparrow::34.0::5,4
778502,song sparrow::32.0::5,2
778503,song sparrow::32.0::5,1
78059,song sparrow::12.0::5,3
78060,song sparrow::12.0::5,1
784137,song sparrow::5.0::5,2
79632,song sparrow::28.0::1,1
79633,song sparrow::28.0::3,1
79634,song sparrow::28.0::5,2
797207,song sparrow::13.0::5,3
79791,song sparrow::32.0::2,4
79792,song sparrow::32.0::2,2
799454,song sparrow::13.0::0,3
803814,song sparrow::13.0::2,2
805128,song sparrow::33.0::2,1
806022,song sparrow::33.0::5,3
806268,song sparrow::22.0::5,1
807468,song sparrow::24.0::5,1
812122,song sparrow::13.0::5,1
826131,song sparrow::0.0::4,2
826134,song sparrow::0.0::5,1
826136,song sparrow::0.0::5,2
826140,song sparrow::22.0::5,2
826141,song sparrow::22.0::5,4
828697,song sparrow::30.0::5,4
828698,song sparrow::30.0::5,3
831793,song sparrow::32.0::0,4
83516,song sparrow::28.0::5,1
83576,song sparrow::13.0::2,5
859360,song sparrow::22.0::5,3
862533,song sparrow::29.0::3,1
862534,song sparrow::29.0::0,2
872662,song sparrow::29.0::5,3
872663,song sparrow::29.0::5,3
872665,song sparrow::29.0::5,3
877042,song sparrow::23.0::5,5
878333,song sparrow::5.0::1,1
883295,song sparrow::13.0::2,1
89185,song sparrow::28.0::5,5
893356,song sparrow::13.0::2,1
89672,song sparrow::28.0::1,1
89673,song sparrow::28.0::5,1
89674,song sparrow::28.0::5,4
89675,song sparrow::28.0::5,3
89676,song sparrow::28.0::2,3
898328,song sparrow::0.0::4,1
899861,song sparrow::29.0::5,4
900078,song sparrow::32.0::3,3
900079,song sparrow::32.0::4,1
92103,song sparrow::28.0::3,3
930839,song sparrow::30.0::5,1
932283,song sparrow::30.0::5,1
932284,song sparrow::30.0::5,5
932285,song sparrow::30.0::5,4
932286,song sparrow::30.0::5,3
942223,song sparrow::28.0::5,5
942224,song sparrow::28.0::2,5
942388,song sparrow::32.0::2,1
982727,song sparrow::33.0::1,2
995443,song sparrow::33.0::5,5
995467,song sparrow::34.0::5,4
99569,song sparrow::32.0::2,4
999144,song sparrow::33.0::2,4
1007103,white-crowned sparrow::15.0::1,1
1007125,white-crowned sparrow::15.0::2,3
1011839,white-crowned sparrow::5.0::2,1
1015672,white-crowned sparrow::5.0::2,1
102953,white-crowned sparrow::15.0::2,1
1036516,white-crowned sparrow::22.0::2,3
1045664,white-crowned sparrow::2.0::2,4
1045665,white-crowned sparrow::2.0::2,5
1045666,white-crowned sparrow::2.0::2,3
1060894,white-crowned sparrow::4.0::3,3
1064908,white-crowned sparrow::10.0::2,2
1070627,white-crowned sparrow::33.0::2,1
1089802,white-crowned sparrow::32.0::0,4
1089806,white-crowned sparrow::32.0::3,3
1097663,white-crowned sparrow::5.0::3,5
1099316,white-crowned sparrow::5.0::2,4
1101002,white-crowned sparrow::5.0::1,2
1102125,white-crowned sparrow::5.0::2,2
1102126,white-crowned sparrow::5.0::2,3
1102127,white-crowned sparrow::5.0::2,3
1103013,white-crowned sparrow::5.0::2,3
1106127,white-crowned sparrow::34.0::0,2
111290,white-crowned sparrow::34.0::0,2
111291,white-crowned sparrow::34.0::0,4
111735,white-crowned sparrow::34.0::1,5
111736,white-crowned sparrow::34.0::0,1
111737,white-crowned sparrow::34.0::0,2
111738,white-crowned sparrow::34.0::3,4
111739,white-crowned sparrow::34.0::3,2
111741,white-crowned sparrow::34.0::1,3
111742,white-crowned sparrow::34.0::0,1
111743,white-crowned sparrow::34.0::3,1
111744,white-crowned sparrow::34.0::2,4
111745,white-crowned sparrow::34.0::0,3
111746,white-crowned sparrow::34.0::0,1
111747,white-crowned sparrow::34.0::1,1
111749,white-crowned sparrow::34.0::0,5
111750,white-crowned sparrow::34.0::0,3
111751,white-crowned sparrow::34.0::0,4
111752,white-crowned sparrow::34.0::3,3
111753,white-crowned sparrow::34.0::2,4
125762,white-crowned sparrow::32.0::0,2
125765,white-crowned sparrow::9.0::2,3
125768,white-crowned sparrow::32.0::0,1
125774,white-crowned sparrow::9.0::3,4
125776,white-crowned sparrow::33.0::1,2
125780,white-crowned sparrow::32.0::0,5
128240,white-crowned sparrow::32.0::0,2
137067,white-crowned sparrow::10.0::0,2
139929,white-crowned sparrow::10.0::2,2
14294,white-crowned sparrow::16.0::0,1
143211,white-crowned sparrow::5.0::2,2
147524,white-crowned sparrow::4.0::2,5
147533,white-crowned sparrow::4.0::2,4
152518,white-crowned sparrow::4.0::2,2
153278,white-crowned sparrow::32.0::3,3
153279,white-crowned sparrow::32.0::0,1
156487,white-crowned sparrow::4.0::2,2
157771,white-crowned sparrow::4.0::1,1
157772,white-crowned sparrow::4.0::0,4
157773,white-crowned sparrow::4.0::2,3
16994,white-crowned sparrow::0.0::3,1
172793,white-crowned sparrow::5.0::3,2
173006,white-crowned sparrow::16.0::2,2
173142,white-crowned sparrow::35.0::2,1
173161,white-crowned sparrow::34.0::2,1
174937,white-crowned sparrow::5.0::2,1
177468,white-crowned sparrow::4.0::0,3
184175,white-crowned sparrow::9.0::1,2
185684,white-crowned sparrow::16.0::2,1
188039,white-crowned sparrow::16.0::3,4
192244,white-crowned sparrow::4.0::0,4
197923,white-crowned sparrow::32.0::2,5
198767,white-crowned sparrow::32.0::3,5
206125,white-crowned sparrow::16.0::2,3
206127,white-crowned sparrow::16.0::2,1
206129,white-crowned sparrow::16.0::2,4
206154,white-crowned sparrow::16.0::3,1
207793,white-crowned sparrow::4.0::0,3
22038,white-crowned sparrow::10.0::0,5
22039,white-crowned sparrow::10.0::0,3
232622,white-crowned sparrow::34.0::2,5
236238,white-crowned sparrow::5.0::0,2
236240,white-crowned sparrow::5.0::0,3
236241,white-crowned sparrow::5.0::2,1
236243,white-crowned sparrow::5.0::0,4
237362,white-crowned sparrow::26.0::0,1
239948,white-crowned sparrow::26.0::0,2
253533,white-crowned sparrow::5.0::1,1
253829,white-crowned sparrow::4.0::0,1
253831,white-crowned sparrow::4.0::0,2
253832,white-crowned sparrow::4.0::2,4
253833,white-crowned sparrow::9.0::2,5
253834,white-crowned sparrow::5.0::2,3
253835,white-crowned sparrow::5.0::2,5
253836,white-crowned sparrow::5.0::1,5
253837,white-crowned sparrow::5.0::2,5
253839,white-crowned sparrow::5.0::2,3
254425,white-crowned sparrow::16.0::2,4
277701,white-crowned sparrow::4.0::3,2
282088,white-crowned sparrow::34.0::2,3
283379,white-crowned sparrow::10.0::2,5
283389,white-crowned sparrow::10.0::2,3
283432,white-crowned sparrow::10.0::2,4
283471,white-crowned sparrow::10.0::2,1
290071,white-crowned sparrow::33.0::3,2
294367,white-crowned sparrow::10.0::2,1
316142,white-crowned sparrow::5.0::3,3
318634,white-crowned sparrow::5.0::2,2
322702,white-crowned sparrow::34.0::0,5
322831,white-crowned sparrow::2.0::2,2
322832,white-crowned sparrow::2.0::0,2
322889,white-crowned sparrow::2.0::3,1
323010,white-crowned sparrow::4.0::1,1
323013,white-crowned sparrow::4.0::2,2
325008,white-crowned sparrow::9.0::2,2
325117,white-crowned sparrow::16.0::2,3
328627,white-crowned sparrow::15.0::2,2
335466,white-crowned sparrow::9.0::2,1
337233,white-crowned sparrow::32.0::3,2
349732,white-crowned sparrow::32.0::2,1
352646,white-crowned sparrow::32.0::3,4
353498,white-crowned sparrow::4.0::2,3
353605,white-crowned sparrow::4.0::2,1
353606,white-crowned sparrow::4.0::2,5
356250,white-crowned sparrow::4.0::2,1
356615,white-crowned sparrow::18.0::2,1
36497,white-crowned sparrow::5.0::3,1
369977,white-crowned sparrow::16.0::2,2
378376,white-crowned sparrow::16.0::3,3
379655,white-crowned sparrow::10.0::0,4
381796,white-crowned sparrow::9.0::2,4
382747,white-crowned sparrow::9.0::2,2
383079,white-crowned sparrow::10.0::0,1
393304,white-crowned sparrow::35.0::2,5
416034,white-crowned sparrow::9.0::2,1
416339,white-crowned sparrow::2.0::3,2
420412,white-crowned sparrow::5.0::2,1
445846,white-crowned sparrow::32.0::1,2
445847,white-crowned sparrow::15.0::2,5
445849,white-crowned sparrow::5.0::2,3
445851,white-crowned sparrow::15.0::2,4
448780,white-crowned sparrow::32.0::2,2
448963,white-crowned sparrow::32.0::2,5
451014,white-crowned sparrow::32.0::2,1
452503,white-crowned sparrow::34.0::2,1
452634,white-crowned sparrow::35.0::2,1
452635,white-crowned sparrow::35.0::2,3
452956,white-crowned sparrow::35.0::2,4
453922,white-crowned sparrow::33.0::1,1
459465,white-crowned sparrow::32.0::2,5
465610,white-crowned sparrow::32.0::3,2
472277,white-crowned sparrow::5.0::2,2
477752,white-crowned sparrow::4.0::2,3
481195,white-crowned sparrow::32.0::2,1
482207,white-crowned sparrow::9.0::0,3
486225,white-crowned sparrow::9.0::2,3
504164,white-crowned sparrow::32.0::2,4
504272,white-crowned sparrow::18.0::2,2
511337,white-crowned sparrow::34.0::2,3
533315,white-crowned sparrow::32.0::3,1
535264,white-crowned sparrow::3.0::2,2
535265,white-crowned sparrow::4.0::0,1
535266,white-crowned sparrow::4.0::0,1
535267,white-crowned sparrow::3.0::0,4
535268,white-crowned sparrow::3.0::0,5
535269,white-crowned sparrow::3.0::0,1
535270,white-crowned sparrow::3.0::0,5
535271,white-crowned sparrow::3.0::0,2
535272,white-crowned sparrow::3.0::0,1
535273,white-crowned sparrow::3.0::2,1
535274,white-crowned sparrow::3.0::0,5
535275,white-crowned sparrow::3.0::0,3
535276,white-crowned sparrow::3.0::0,2
535277,white-crowned sparrow::3.0::0,3
535278,white-crowned sparrow::3.0::0,4
535279,white-crowned sparrow::3.0::0,3
535280,white-crowned sparrow::3.0::0,2
535281,white-crowned sparrow::3.0::0,4
535282,white-crowned sparrow::4.0::0,5
535283,white-crowned sparrow::4.0::0,1
535284,white-crowned sparrow::4.0::0,2
535285,white-crowned sparrow::4.0::1,3
535286,white-crowned sparrow::4.0::0,2
535287,white-crowned sparrow::4.0::0,5
535288,white-crowned sparrow::4.0::0,4
535289,white-crowned sparrow::4.0::1,4
535290,white-crowned sparrow::4.0::0,4
535291,white-crowned sparrow::4.0::1,2
535292,white-crowned sparrow::4.0::1,5
535293,white-crowned sparrow::4.0::0,3
535294,white-crowned sparrow::4.0::0,5
535295,white-crowned sparrow::4.0::3,1
535296,white-crowned sparrow::4.0::0,3
535297,white-crowned sparrow::4.0::0,5
535298,white-crowned sparrow::4.0::0,1
535299,white-crowned sparrow::3.0::0,1
535300,white-crowned sparrow::3.0::2,3
538164,white-crowned sparrow::32.0::1,1
539411,white-crowned sparrow::5.0::1,3
541191,white-crowned sparrow::32.0::2,4
542336,white-crowned sparrow::32.0::3,2
54713,white-crowned sparrow::28.0::2,1
548576,white-crowned sparrow::32.0::2,1
549121,white-crowned sparrow::5.0::3,4
556938,white-crowned sparrow::22.0::2,1
558354,white-crowned sparrow::9.0::3,3
559266,white-crowned sparrow::4.0::1,2
565838,white-crowned sparrow::5.0::2,2
565839,white-crowned sparrow::5.0::2,2
565841,white-crowned sparrow::5.0::0,1
565842,white-crowned sparrow::5.0::2,1
565843,white-crowned sparrow::5.0::2,5
573672,white-crowned sparrow::15.0::1,2
573692,white-crowned sparrow::32.0::0,3
575054,white-crowned sparrow::16.0::2,5
575056,white-crowned sparrow::16.0::0,4
575058,white-crowned sparrow::16.0::0,3
575059,white-crowned sparrow::16.0::3,2
575061,white-crowned sparrow::9.0::3,2
575062,white-crowned sparrow::9.0::0,2
575063,white-crowned sparrow::9.0::3,1
575067,white-crowned sparrow::9.0::0,1
580550,white-crowned sparrow::32.0::1,4
580699,white-crowned sparrow::32.0::3,1
589947,white-crowned sparrow::3.0::3,1
592798,white-crowned sparrow::9.0::2,5
594146,white-crowned sparrow::32.0::2,2
601920,white-crowned sparrow::33.0::2,2
608961,white-crowned sparrow::32.0::2,3
608962,white-crowned sparrow::32.0::2,3
610641,white-crowned sparrow::32.0::2,1
611723,white-crowned sparrow::34.0::1,2
611725,white-crowned sparrow::34.0::1,4
611728,white-crowned sparrow::34.0::1,1
611730,white-crowned sparrow::34.0::2,2
616855,white-crowned sparrow::24.0::2,1
617213,white-crowned sparrow::24.0::2,2
620545,white-crowned sparrow::32.0::2,3
632147,white-crowned sparrow::5.0::2,4
637919,white-crowned sparrow::16.0::0,2
639164,white-crowned sparrow::5.0::2,4
639165,white-crowned sparrow::5.0::2,5
639166,white-crowned sparrow::5.0::2,4
646839,white-crowned sparrow::5.0::2,5
647617,white-crowned sparrow::5.0::2,2
649654,white-crowned sparrow::5.0::2,1
65305,white-crowned sparrow::32.0::2,2
656355,white-crowned sparrow::5.0::1,4
677601,white-crowned sparrow::32.0::1,3
678157,white-crowned sparrow::35.0::2,2
678158,white-crowned sparrow::34.0::2,3
678159,white-crowned sparrow::34.0::2,5
678160,white-crowned sparrow::34.0::2,4
679278,white-crowned sparrow::3.0::3,5
680312,white-crowned sparrow::3.0::3,3
681427,white-crowned sparrow::22.0::2,2
70216,white-crowned sparrow::28.0::2,2
708126,white-crowned sparrow::32.0::2,5
711652,white-crowned sparrow::32.0::2,4
714442,white-crowned sparrow::32.0::2,3
735626,white-crowned sparrow::9.0::2,4
757063,white-crowned sparrow::32.0::2,4
773737,white-crowned sparrow::5.0::2,4
773738,white-crowned sparrow::5.0::2,4
776577,white-crowned sparrow::34.0::2,2
776579,white-crowned sparrow::34.0::2,1
776582,white-crowned sparrow::34.0::2,5
776583,white-crowned sparrow::34.0::2,2
784045,white-crowned sparrow::5.0::2,5
791988,white-crowned sparrow::32.0::3,4
809883,white-crowned sparrow::32.0::3,1
814518,white-crowned sparrow::4.0::2,1
826166,white-crowned sparrow::0.0::3,2
826167,white-crowned sparrow::0.0::2,1
826168,white-crowned sparrow::0.0::2,2
830272,white-crowned sparrow::5.0::2,3
838020,white-crowned sparrow::3.0::3,4
845575,white-crowned sparrow::4.0::3,4
853250,white-crowned sparrow::2.0::2,1
86105,white-crowned sparrow::4.0::0,2
910049,white-crowned sparrow::4.0::2,4
910050,white-crowned sparrow::4.0::3,5
92115,white-crowned sparrow::21.0::2,1
92121,white-crowned sparrow::21.0::2,2
926535,white-crowned sparrow::4.0::3,1
940255,white-crowned sparrow::3.0::3,2
941857,white-crowned sparrow::32.0::2,2
942539,white-crowned sparrow::28.0::2,5
942540,white-crowned sparrow::28.0::2,1
942541,white-crowned sparrow::28.0::2,4
942543,white-crowned sparrow::28.0::2,3
942544,white-crowned sparrow::28.0::2,2
953018,white-crowned sparrow::2.0::0,1
961986,white-crowned sparrow::9.0::1,1
989812,white-crowned sparrow::32.0::3,5
992461,white-crowned sparrow::33.0::3,1
99572,white-crowned sparrow::32.0::0,3
